"uid","article","citedjournal"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," ECOL ECON"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J IND ECOL"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," METATHEORY EC BUBBLE"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRCULAR EC NETHERLA"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," GOR ECK GER MEHRW RE"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J IND ECOL"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," GROWTH CIRC EC VIS C"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," STUD MOD EC ENV IMP"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRC EC IMPL CIRC EC"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRC EC CLOS LOOP"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRC EC CONN CREAT C"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," HORIZON"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," TECHNOL FORECAST SOC"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," INT J SUPPLY CHAIN O"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," NY TIMES MAGAZINE"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SCIENCE"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," ENERGY RES SOC SCI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CONCEPT SNOWBALL SAM"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," HORTTECHNOLOGY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SOCIOLOGICAL THEORY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CONSERV BIOL"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," UNL POW CIRC EC"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SOC NATUR RESOUR"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," RESOUR CONSERV RECY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," ENERG POLICY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," ECOL ECON"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," AUSTRALAS MARK J"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," WASTE WEALTH CIRCULA"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," ENERGY RES SOC SCI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," RESOUR CONSERV RECY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SURPRISING DESIGN MA"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," FAM PRACT"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J IND ECOL"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," EUR LANDB BEL TOEL B"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SUSTAIN SCI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," BUSINESS MODEL INNOV"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CAPITALISM CULTURE E"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SAGE ENCY QUALITATIV"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J BUS ETHICS"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," FOREIGN POLICY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," FOREIGN POLICY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," BARRIERS ENABLERS CI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," GLOBAL REDESIGN SHAP"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," RESOURCES CONSERVATI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," 13 NORD ENV SOC SCI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," PROCEDIA CIRP"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRCULAR EC BARRIERS"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," HARV BUS REV"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," CIRCULAR EC DUTCH CO"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," J CLEAN PROD"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," DEV EXTENDED THEORY"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SUSTAIN SCI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," JOBS TOMORROW POTENT"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," TAKING STOCK IND ECO"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," REUSE IS KEY CIRCULA"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," NATURE"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," PHILOS T R SOC A"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SUSTAINABILITY-BASEL"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," BARRIERS DRIVERS CIR"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," SCOPING STUDY IDENTI"
2,"Barriers to the Circular Economy: Evidence From the European Union (EU)"," RESOUR CONSERV RECY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," METAL INT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HDB RECYCLING STATE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENTR INN ORG I SYST"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," P NATL ACAD SCI USA"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," IND METABOLISM RESTR"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J SUST DEV WORLD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," OPPORTUNITIES CIRCUL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ECOL ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," BUS STRATEG ENVIRON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENV QUALITY GROWING"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J ENVIRON MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CRADLE CRADLE REMAKI"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ECO INNOVATION SUSTA"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RENEW SUST ENERG REV"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," WASTE MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," GREEN CHEM"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," COC COL ENT INF 2 0"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," FACTORS AFFECTING PR"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," MINER ENG"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," COAST MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J SCI IND RES INDIA"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," 1005183 SSRN"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENERG POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENERG POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," [中国人口·资源与环境"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," NICH NORM SUGG GROUP"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC ZER WAST PRO"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC CONN CREAT C"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SWD201754 EC"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HOR 2020 WO IN PRESS"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," METH REP"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SYST PERSP EC INN EC"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," POL PRACT EC INN UPT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENVIRON PLANN C"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," DEL CIRC EC TOOLK PO"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC EC BUS RAT A"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC OPP CONS GOO"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC 100"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRC EC ACC SCAL UP"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," GROWTH CIRC EC VIS C"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," OXFORD HDB INNOVATIO"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," TECHNOLOGY POLICY EC"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," P NATL ACAD SCI USA"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SCI AM"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENVIRON SCI POLLUT R"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," WASTE MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENVIRON MODELL SOFTW"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENTROPY LAW EC PROCE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," FUTURES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ECON SOC"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," Environmental Sciences Europe"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," IIMB MANAG REV"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J ENVIRON ECON MANAG"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," FUTURES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," Environment Development and Sustainability"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," EC CIRC EC IND EL RE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HABITAT INT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HARV BUS REV"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," FUTURES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ECON POLIT-ITALY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," WASTE MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J ECON SURV"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," GLOBAL ENVIRON CHANG"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HABITAT INT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RESOUR CONSERV RECY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," POWER 2 2 MATRIX USI"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," START UP GUIDELINES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," 31 WORLD BANK"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SCI PUBL POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ROUT ADV REGION ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SCIENTOMETRICS"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J PROD DEV"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RESTOR ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J SUST DEV WORLD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," THINK SOFT POWER"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," FOREIGN POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," PROM SUST CONS GOOD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," PROD DUR PROD LIF EX"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," MINER ENG"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J ENVIRON MANAGE"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," EC NATURAL RESOURCES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," INT J SUST DEV WORLD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J ECON PERSPECT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," BRIEFING PAPER GLOBA"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," PARTICUOLOGY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ECOL ECON"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," ENVIRON INT"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," CIRCULAR EC BARRIERS"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," RES POLICY"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J IND ECOL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," 12 INT C GREY LIT TR"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," WORKING PAPER SERIES"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SPRU WORKING PAPER S"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," J CLEAN PROD"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," SUSTAINABILITY-BASEL"
3,"Lost in Transition? Drivers and Barriers in the Eco-innovation Road to the Circular Economy"," HDB IND INNOVATION"
