"uid","article","citedjournal"
2,"""The uneven geography of research on """"environmental migration"""""""," CAMBRIDGE ILLUSTRATE"
2,"""The uneven geography of research on """"environmental migration"""""""," CLIMATE CHANGE IMMIG"
2,"""The uneven geography of research on """"environmental migration"""""""," CLIM DEV"
2,"""The uneven geography of research on """"environmental migration"""""""," 33 IIED"
2,"""The uneven geography of research on """"environmental migration"""""""," APPL GEOGR"
2,"""The uneven geography of research on """"environmental migration"""""""," REFUGEE WATCH S ASIA"
2,"""The uneven geography of research on """"environmental migration"""""""," AM SOCIOL REV"
2,"""The uneven geography of research on """"environmental migration"""""""," CLIM DEV"
2,"""The uneven geography of research on """"environmental migration"""""""," INT MIGR"
2,"""The uneven geography of research on """"environmental migration"""""""," J INT AFF"
2,"""The uneven geography of research on """"environmental migration"""""""," ANNU REV ANTHROPOL"
2,"""The uneven geography of research on """"environmental migration"""""""," POPUL ENVIRON"
2,"""The uneven geography of research on """"environmental migration"""""""," ASIAN PAC MIGR J"
2,"""The uneven geography of research on """"environmental migration"""""""," ENV RACE MIGRATION F"
2,"""The uneven geography of research on """"environmental migration"""""""," GLOBAL ENVIRON CHANG"
2,"""The uneven geography of research on """"environmental migration"""""""," INT J CLIM CHANG STR"
2,"""The uneven geography of research on """"environmental migration"""""""," HUM ECOL"
2,"""The uneven geography of research on """"environmental migration"""""""," APPL GEOGR"
2,"""The uneven geography of research on """"environmental migration"""""""," SEARCH SHELTER MAPPI"
2,"""The uneven geography of research on """"environmental migration"""""""," INTEGRATING HUMAN MO"
2,"""The uneven geography of research on """"environmental migration"""""""," HUMAN ADJUSTMENT FLO"
2,"""The uneven geography of research on """"environmental migration"""""""," J SOC ISSUES"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J URBAN HIST"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," CHOICES"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," INT J FORECASTING"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL PEOPLE COMMUNI"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," CHALLENGES RURAL AM"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," USE PROPENSITY SCORE"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," INT DAT"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," HOLLOWING OUT MIDDLE"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," Iowa Ag Review"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," INFORM CITY INFORM T"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," HUM ECOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOCIOL FORUM"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," CANADIAN J ED"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOC FORCES"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," NONMETRO AREAS WHOLE"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," POPULATION MIGRATION"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," REV POLICY RES"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," REV POLICY RES"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ENVIRON PLANN A"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ECOL ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," POPUL RES POLICY REV"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL AM 2000S AGE"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," LOW SKILL EMPLOYMENT"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J INT ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SO RURAL SOCIOLOGY"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," EMORY LJ"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," GEOJOURNAL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," BOOMTOWN BLUES COLOR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," POLIT ANAL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," PHARMACOEPIDEMIOLOGY"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J RURAL COMMUNITY D"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," CHALLENGES RURAL AM"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL AM"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," POPUL DEV REV"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RESOUR ENERGY ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," LANDSC SER"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," HEALTH ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," NATURAL GAS REVOLUTI"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOCIOL CURR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ANNU REV SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J APPLIED GERONTOLOG"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J ENV STUDIES SCI"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J RURAL STUD"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SCANDINAVIAN EC HIST"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL AM"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," NATURAL AMENITIES DR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," REG SCI URBAN ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOC NATUR RESOUR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," CULT AGRIC FOOD ENVI"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ENVIRON PRAC"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," NEW SOLUT"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," FORUM PUBLIC POLICY"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," NCES2007040"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOC SCI QUART"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," GLOBAL CITY NEW YORK"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," HUM ORGAN"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," SOC NATUR RESOUR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," BIOMASS BIOENERG"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," Journal of Research in Rural Education"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," PROF GEOGR"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," COMMUNITY DEV"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," POPUL ENVIRON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," DIC CENS"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," COUNT LEV DAT SETS"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," FEDERAL RESERVE BANK"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RESOUR ENERGY ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ENERG ECON"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," J POLIT ECOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," RURAL SOCIOL"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," AGR RESOUR EC REV"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," WORKING PAPER"
3,"Unhollowing rural America? Rural human capital flight and the demographic consequences of the oil and gas boom"," ENERGY RES SOC SCI"
4,"The effects of climate change on the geography and timing of human mobility"," ADDR CLIM CHANG MIGR"
4,"The effects of climate change on the geography and timing of human mobility"," CLIMATE CHANGE 2014: IMPACTS"
4,"The effects of climate change on the geography and timing of human mobility"," REV INT POLIT ECON"
4,"The effects of climate change on the geography and timing of human mobility"," GEORGETOWN J INT LAW"
4,"The effects of climate change on the geography and timing of human mobility"," GEOGR COMPASS"
4,"The effects of climate change on the geography and timing of human mobility"," ASIA PAC VIEWP"
4,"The effects of climate change on the geography and timing of human mobility"," POPUL ENVIRON"
4,"The effects of climate change on the geography and timing of human mobility"," CLIMATIC CHANGE"
4,"The effects of climate change on the geography and timing of human mobility"," ANN REV ENV RESOUR"
4,"The effects of climate change on the geography and timing of human mobility"," 5270 WORLD BANK"
4,"The effects of climate change on the geography and timing of human mobility"," EARTHSCAN CLIM"
4,"The effects of climate change on the geography and timing of human mobility"," CLIMATE CHANGE AND HUMAN MOBILITY: GLOBAL CHALLENGES TO THE SOCIAL SCIENCES"
4,"The effects of climate change on the geography and timing of human mobility"," POLIT SCI"
4,"The effects of climate change on the geography and timing of human mobility"," ASIA PAC VIEWP"
4,"The effects of climate change on the geography and timing of human mobility"," AREA"
4,"The effects of climate change on the geography and timing of human mobility"," NIUE POPULATION POLI"
4,"The effects of climate change on the geography and timing of human mobility"," POPULATION MOVEMENT"
4,"The effects of climate change on the geography and timing of human mobility"," AUST GEOGR"
4,"The effects of climate change on the geography and timing of human mobility"," NATURE"
4,"The effects of climate change on the geography and timing of human mobility"," ASIA PACIFIC VIEWPOI"
4,"The effects of climate change on the geography and timing of human mobility"," PROG HUM GEOG"
4,"The effects of climate change on the geography and timing of human mobility"," ASIAN PAC MIGR J"
4,"The effects of climate change on the geography and timing of human mobility"," HDB POPULATION"
4,"The effects of climate change on the geography and timing of human mobility"," REMITTANCES PACIFIC"
4,"The effects of climate change on the geography and timing of human mobility"," COMMUNITY RELOCATION"
4,"The effects of climate change on the geography and timing of human mobility"," INT J MASS EMERGENCI"
4,"The effects of climate change on the geography and timing of human mobility"," GLOB MIGRAT ISS"
4,"The effects of climate change on the geography and timing of human mobility"," CONTEMP PACIFIC"
4,"The effects of climate change on the geography and timing of human mobility"," UNITY HEART CULTURE"
4,"The effects of climate change on the geography and timing of human mobility"," INT J URBAN REGIONAL"
4,"The effects of climate change on the geography and timing of human mobility"," MIGRATION DEV PERSPE"
4,"The effects of climate change on the geography and timing of human mobility"," REMITTANCES PACIFIC"
4,"The effects of climate change on the geography and timing of human mobility"," PACIFIC TRANSITION G"
4,"The effects of climate change on the geography and timing of human mobility"," J DEV STUD"
4,"The effects of climate change on the geography and timing of human mobility"," SCIENCE"
4,"The effects of climate change on the geography and timing of human mobility"," CLIM CHANG FIJ ISL R"
4,"The effects of climate change on the geography and timing of human mobility"," AUSTR MIGR TRENDS 20"
4,"The effects of climate change on the geography and timing of human mobility"," AUST GEOGR"
4,"The effects of climate change on the geography and timing of human mobility"," SINGAPORE J TROP GEO"
4,"The effects of climate change on the geography and timing of human mobility"," ANN ASSOC AM GEOGR"
4,"The effects of climate change on the geography and timing of human mobility"," MIGR GLOB ENV CHANG"
4,"The effects of climate change on the geography and timing of human mobility"," ROUTL STUD ENV MIGR"
4,"The effects of climate change on the geography and timing of human mobility"," ASIA PAC VIEWP"
4,"The effects of climate change on the geography and timing of human mobility"," P NATL ACAD SCI USA"
4,"The effects of climate change on the geography and timing of human mobility"," CONTEMP PACIFIC"
4,"The effects of climate change on the geography and timing of human mobility"," INT MIGR"
4,"The effects of climate change on the geography and timing of human mobility"," REFUG SURV Q"
4,"The effects of climate change on the geography and timing of human mobility"," NAT CLIM CHANGE"
4,"The effects of climate change on the geography and timing of human mobility"," ENCY GLOBAL HUMAN MI"
4,"The effects of climate change on the geography and timing of human mobility"," CLIMATIC CHANGE IMPA"
4,"The effects of climate change on the geography and timing of human mobility"," INT MIGR REV"
