"uid1","article","citedjournal"
2,"Uncertainty in climate change impacts on water resources"," P NATL ACAD SCI USA"
2,"Uncertainty in climate change impacts on water resources"," J HYDROL"
2,"Uncertainty in climate change impacts on water resources"," MITIG ADAPT STRAT GL"
2,"Uncertainty in climate change impacts on water resources"," CLIMATIC CHANGE"
2,"Uncertainty in climate change impacts on water resources"," P NATL ACAD SCI USA"
2,"Uncertainty in climate change impacts on water resources"," IGNORANCE UNCERTAINT"
2,"Uncertainty in climate change impacts on water resources"," CONTRIBUTION WORKING"
2,"Uncertainty in climate change impacts on water resources"," IAHS PUBL"
2,"Uncertainty in climate change impacts on water resources"," GEOMORPHOLOGY"
2,"Uncertainty in climate change impacts on water resources"," NATURE"
2,"Uncertainty in climate change impacts on water resources"," CLIMATIC CHANGE"
2,"Uncertainty in climate change impacts on water resources"," STAT ANAL CLIMATE RE"
2,"Uncertainty in climate change impacts on water resources"," WEATHER"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON DEV"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERG SOURCE PART B"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," INT J ENERGY EC POLI"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," RENEW SUSTAIN ENERGY"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," LAND ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," EC FINANCE RES"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," EMERG MARK FINANC TR"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERGY EC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," SCIENCE"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," REV ECON DYNAM"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," Q J ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J POLIT ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," QUANTITATIVE EC SUST"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," AM ECON REV"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J TIME SER ANAL"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL INDIC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," 9597 NBER"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J ECON GROWTH"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," RESOUR ENERGY ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECONOMET J"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," INT J FINANC ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J BANK FINANC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON MODEL"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," AM ECON REV"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J APPL ECONOM"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERG POLICY"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J ECON LIT"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON J"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J MONETARY ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON J"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENRGY PROCED"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERG POLICY"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," APPL GEOGR"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J ECONOMETRICS"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," REV ECON STUD"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," PROC ECON FINANC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J ECON SURV"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," RESOUR ENERGY ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL INDIC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J MONETARY ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERGY J"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," DEFENCE PEACE ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERGY"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON MODEL"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," RENEW SUST ENERG REV"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," SOUTHERN ECON J"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL INDIC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," Q J ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERGY POLICY"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON SCI POLLUT R"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J APPL ECONOMET"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECONOMETRICA"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J APPL ECONOMET"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J BUS EC RES"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERGY EC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," SCAND J ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," J POLIT ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENERG ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," CURR ISSUES TOUR"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," Q J ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," 1514 CCEP"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," INT REV ECON FINANC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," RES INT BUS FINANC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON LETT"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECOL INDIC"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," NEW CATALYST BIOREGI"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," WHAT WE USE WHAT WE"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ECON MODEL"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," HEALTH ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," MOL DIVERS PRESERV I"
3,"Does convergence really matter for the environment? An application based on club convergence and on the ecological footprint concept for the EU countries"," ENVIRON RESOUR ECON"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," LOCAL ENVIRON"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," J ENVIRON POL PLAN"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," J CLEAN PROD"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," EUR J SOC THEORY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TRANSFORMATION DEV P"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," REV AFR POLIT ECON"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," NEW POLIT ECON"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAINABLE DEV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," INT J I EC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAIN SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy",NA
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERG POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," HDB EVIDENCE BASED M"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," 46 STEPS CTR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," THESIS"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," INTERFACE FOCUS"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," FUTURES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ADV GLOB MANAGE DEV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," LEARN ORGAN"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAINABILITY-BASEL"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," 25 INT ASS MAN TECHN"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECASTING"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," MYSTERY CAPITAL WHY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," FUTURES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERGY SUSTAIN DEV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," WHY W EFFORTS AID RE"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," FARMING SYSTEMS RES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy",NA
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," INT J INNOV SUSTAIN"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," GEOFORUM"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," REFERENCE LIST TRANS"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," WORDS CHAIRMAN 10 ST"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," THEOR CULT SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ASIA PACIFIC BUSINES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," International Journal of Sustainable Society"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TRANSITIONS SUSTAINA"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERG POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," AGR HUM VALUES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ECOL ECON"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," POLICY SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," CREATING NEW SOCIOTE"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERGY RES SOC SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAIN SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL ANAL STRATEG"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON PLANN C"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," POLICY SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," COCHRANE DB SYST REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," J ENVIRON DEV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," DEV COUNTRIES POLITI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERGY RES SOC SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON PLANN A"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," POLICY SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," INNOV DEV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," J INT BUS STUD"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," UNDERSTANDING IND TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TRANSITION MANAGEMEN"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," FUTURES"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," GEOFORUM"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," MANAGING URBAN FUTUR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERGY RES SOC SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," NATO SCI PEACE SECUR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," POLICY SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," WATER POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RENEW SUST ENERG REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAIN SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON PLANN A"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON PLANN A"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," LAND USE POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ECOL SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," LAW DEV REV"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," GEOFORUM"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," THESIS"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAINABILITY-BASEL"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," CURR OPIN ENV SUST"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," AGROECOL SUST FOOD"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," AGROECOL SUST FOOD"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," IND CORP CHANGE"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SYSTEMATIC REVIEWS IN THE SOCIAL SCIENCES: A PRACTICAL GUIDE"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENERGY RES SOC SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAIN SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON INNOV SOC TR"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," STRATEGIC NICHE MANA"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," SUSTAIN SCI"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," J CLEAN PROD"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON PLANN A"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," CURR OPIN ENV SUST"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENVIRON SCI POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," RES POLICY"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," CURR OPIN ENV SUST"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," AFR J BIOTECHNOL"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," ENV NAT RESOUR J"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL FORECAST SOC"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," FRAMING INN IN PRESS"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," DEEP TRANSITIONS EME"
4,"Sustainability transitions in developing countries: Major insights and their implications for research and policy"," TECHNOL ANAL STRATEG"
