"uid1","article","citedjournal"
1,"Marine resource management and conservation in the Anthropocene"," BIOSCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," CURR OPIN ENV SUST"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," MAR POLICY"
1,"Marine resource management and conservation in the Anthropocene"," GLOBAL ENVIRON CHANG"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," SCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," SCI NATURE PEOPLE MA"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," SCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," OYSTER WARS PUBLIC T"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV LETT"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," NAT OC ATM ADM STAFF"
1,"Marine resource management and conservation in the Anthropocene"," HUM NATURE-INT BIOS"
1,"Marine resource management and conservation in the Anthropocene"," SCI ADV"
1,"Marine resource management and conservation in the Anthropocene"," UNDERSTANDING INSTITUTIONAL DIVERSITY"
1,"Marine resource management and conservation in the Anthropocene"," BIOSCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," ENVIRON SCI POLICY"
1,"Marine resource management and conservation in the Anthropocene"," SUSTAIN SCI"
1,"Marine resource management and conservation in the Anthropocene"," ANTHROPOL FORUM"
1,"Marine resource management and conservation in the Anthropocene"," SEA TURTLES E PACIFI"
1,"Marine resource management and conservation in the Anthropocene"," SCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," ENVIRON MANAGE"
1,"Marine resource management and conservation in the Anthropocene"," ANTHR IS HER SCI"
1,"Marine resource management and conservation in the Anthropocene"," GLOBAL ENVIRON CHANG"
1,"Marine resource management and conservation in the Anthropocene"," SOC INDIC RES"
1,"Marine resource management and conservation in the Anthropocene"," P NATL ACAD SCI USA"
1,"Marine resource management and conservation in the Anthropocene"," OUR SEA ISLANDS OUR"
1,"Marine resource management and conservation in the Anthropocene"," J ENVIRON PSYCHOL"
1,"Marine resource management and conservation in the Anthropocene"," BIOSCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," CLIMATIC CHANGE"
1,"Marine resource management and conservation in the Anthropocene"," MARINE RESOURCE EC"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," OCEAN COAST MANAGE"
1,"Marine resource management and conservation in the Anthropocene"," ECOSYSTEM BASED MANA"
1,"Marine resource management and conservation in the Anthropocene"," GLOBAL ENVIRON CHANG"
1,"Marine resource management and conservation in the Anthropocene"," CURR ANTHROPOL"
1,"Marine resource management and conservation in the Anthropocene"," ANTHROPOCENE"
1,"Marine resource management and conservation in the Anthropocene"," SEA NOMADS STUDY BAS"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
1,"Marine resource management and conservation in the Anthropocene"," ANN ASSOC AM GEOGR"
1,"Marine resource management and conservation in the Anthropocene"," SOCIAL CONSTRUCTION"
1,"Marine resource management and conservation in the Anthropocene"," WORLD ARCHAEOL"
1,"Marine resource management and conservation in the Anthropocene"," ENV SOCIAL SCI METHO"
1,"Marine resource management and conservation in the Anthropocene"," REND LINCEI-SCI FIS"
1,"Marine resource management and conservation in the Anthropocene"," NATURE"
1,"Marine resource management and conservation in the Anthropocene"," SCIENCE"
1,"Marine resource management and conservation in the Anthropocene"," RESIDENT PEOPLES NAT"
1,"Marine resource management and conservation in the Anthropocene"," CONSERV BIOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," PLANT BIOSYST"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J APPL ECOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," TRENDS ECOL EVOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," LAV SOC ITAL BIOGEOG"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," SYST BIODIVERS"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," GUINEANA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ACTA BOT GALLICA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BOCCONEA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," NATURE"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," FLORA MEDITERRANEA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J APPL ECOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BIOL CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BIOL CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," LAST WILD PROJ VERS"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," REGRESSION ANAL EXAM"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," R LANG ENV STAT COMP"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," PLANT BIOSYST"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," Biodiversity Journal"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," DIVERS DISTRIB"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BIODIVERSITY-OTTAWA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," SYST BIODIVERS"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," FLORA"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ORYX"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ENVIRON CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J NAT CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BIODIVERS CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J NAT CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," MAPPING SPECIES DIST"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," PHILOS T ROY SOC B"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," REMOTE SENS ECOL CON"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ECOGRAPHY"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," PACKAGE RASTER"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J BIOL RES-THESSALON"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J PLANT ECOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," POP SESS ET STAT CIV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," IUCN RED LIST THREAT"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," P ROY SOC B-BIOL SCI"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J ARID ENVIRON"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J BIOGEOGR"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," NEW FOREST"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," BIODIVERS CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," DIVERS DISTRIB"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," TECHNOMETRICS"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," P1"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," QUANTITATIVE CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ECOGRAPHY"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," J THEOR BIOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," PLANT ECOL"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," Plant Sociology"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," 2 BOT C MEN P MEN"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," V9"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," QUANT GIS GEOGR INF"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," LIFE FORMS PLANTS ST"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ENVIRON CONSERV"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ECOSCIENCE"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," APPL VEG SCI"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia",NA
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," ECOGRAPHY"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," HIER PART HIERARCHIC"
2,"Using extinctions in species distribution models to evaluate and predict threats: a contribution to plant conservation planning on the island of Sardinia"," CARTOGRAPHICA"
3,"""How communication with teachers, family and friends contributes to predicting climate change behaviour among adolescents""",NA
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," BAS DAT MET"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," J ED PSYCHOL SOCIAL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," NATURALEZA AMENAZADA"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL LETT"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ENCY THEORETICAL ECO"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," CLIMATIC CHANGE"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," TOURISM AREA LIFE CY"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," POPUL DEV REV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," CLIM DYNAM"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL APPL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL INDIC"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," WIT TRANS ECOL ENVIR"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ARCGIS 2012"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," INT APPR CULT HER EU"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," EUR RED LIST KAB"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," AMBIO"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change",NA
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," SOLAR ANAL 1 0 USER"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," BIODIVERS CONSERV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," INT J CLIMATOL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ISL STUD J"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOSYST SERV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL ECON"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," PANARCHY UNDERSTANDI"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," PUBLIC HEALTH"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," IMPACTS CLIMATE CHAN"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOSYSTEMS"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," CLIM CHANG 2007 IMP"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," GLOBAL ENVIRON CHANG"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," CLIMATIC CHANGE"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," EC HUM WELL BEING DE"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," WORLD HERITAGE CULTU"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," 55 TYND CTR CLIM CHA"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," GUIA ESCENARIOS REGI"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," SPECIAL REPORT EMISS"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," THEOR APPL CLIMATOL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," INT J CLIMATOL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," COMPLEXITY THEORY SU"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," EUR J OPER RES"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," SCIENCE"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOLOGY"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ENVIRON SCI POLICY"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," REFERENCE MODULE EAR"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," LAND DEGRAD DEV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," SISTEMA CLASIFICACIO"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL INDIC"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," BIOL CONSERV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL MODEL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ANN TOURISM RES"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," J PERS ASSESS"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," MAP CULT APR 1980 19"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," BIOSPH RES BEN OPP"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ENVIRON CONSERV"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ECOL MODEL"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," J ARID ENVIRON"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," ENVIRON MODELL SOFTW"
4,"People and nature in the Fuerteventura Biosphere Reserve (Canary Islands): socio-ecological relationships under climate change"," FRONT ECOL ENVIRON"
5,"Adaptive management for the sustainable exploitation of lagoon resources in remote islands: lessons from a massive El Nino-induced giant clam bleaching event in the Tuamotu atolls (French Polynesia)",NA
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ECOL INDIC"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR ECOL PROG SER"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J SEA RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CARTE SEDIMENTS SUPE"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J MARINE SYST"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ECOL INDIC"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CONT SHELF RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," PEERJ"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ECOL INDIC"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR POLICY"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," PROJET SACROIS IFREM"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CANADIAN J FISHERIES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," Revue Trav. Inst. Pech. marit."
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR POLLUT BULL"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J SEA RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CHATHAM CHALLENGER O"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ESTUAR COAST SHELF S"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ECOL APPL"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR ECOL-EVOL PERSP"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," 2016ACOM28 ICEM CM"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CMACOM12 ICES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR ECOL PROG SER"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J ANIM ECOL"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," FUNCT ECOL"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CONT SHELF RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J SEA RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ARAN GALWAY BAY SLYN"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," FISH RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," OCEAN DYNAM"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CONT SHELF RES"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," R LANG ENV STAT COMP"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," UNNATURAL HIST SEA"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ICES J MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," BIODIVERS CONSERV"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," J GEOPHYS RES-ATMOS"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," LIFESTYLES FEEDING B"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ANNU REV MAR SCI"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," MAR ECOL PROG SER"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," AQUAT CONSERV"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," AQUAT LIVING RESOUR"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," CONSERV BIOL"
6,"Using underwater video to assess megabenthic community vulnerability to trawling in the Grande Vasiere (Bay of Biscay)"," ECOLOGICAL ASSEMBLY"""
7,"""Sovereignty, conservation and island ecological futures"""," MAR POLICY"
7,"""Sovereignty, conservation and island ecological futures"""," NAT CLIM CHANGE"
7,"""Sovereignty, conservation and island ecological futures"""," MAR ECOL PROG SER"
7,"""Sovereignty, conservation and island ecological futures"""," AQUAT CONSERV"
7,"""Sovereignty, conservation and island ecological futures"""," ANN ASSOC AM GEOGR"
7,"""Sovereignty, conservation and island ecological futures"""," CURR ANTHROPOL"
7,"""Sovereignty, conservation and island ecological futures"""," UCLA ASIAN PAC AM LJ"
7,"""Sovereignty, conservation and island ecological futures"""," J PEASANT STUD"
7,"""Sovereignty, conservation and island ecological futures"""," HARVARD HUMAN RIGHTS"
7,"""Sovereignty, conservation and island ecological futures"""," IMAGINED COMMUNITIES"
7,"""Sovereignty, conservation and island ecological futures"""," POLIT PHILOS ECON"
