"uid1","article","citedjournal"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," UBC LIVING LABS INNO"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," INT J SERVICES SCI"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," LIVING LABS SYSTEMAT"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," TECHNOL INNOV MANAG"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," FUZZY SET THEORY APP"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," FORMING FUTURE IT TH"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," TECHNOLOGY INNOVATIO"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," International Journal of Product Development"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," TECHNOL FORECAST SOC"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," IND HIGHER EDUC"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," J CLEAN PROD"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," CALL PART BULLSH LIV"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," CAMP LIV LAB"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," U LIV LABS"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," J CONT E ASIA"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," INT J TECHNOLOGY POL"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," ENVIRON PLANN C"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," TECHNOL INNOV MANAG"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," FINAL REPORT LIVING"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," DEMOCRATIZING INNOVA"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," MANAGE SCI"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," J CLEAN PROD"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," EUR J OPER RES"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," INT J TECHNOLOGY MAR"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," HDB PRACTICAL PROGRA"
2,"A framework for the evaluation of living labs as boundary spanners in innovation"," PUBLIC ADMIN"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," STRATEGIES SHAPING T"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," OECD ED WORKING PAPE"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUROPEAN PLANNING ST"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLANN C"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J ECON POLICY REFORM"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG CITIES"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," GROWTH CHANGE"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," U CITIES REGIONS LOC"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLANN C"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," SCI PUBL POLICY"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG CITIES"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," I SMART SPEC STRAT R"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," PERSP RES INN STRAT"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ROL U RES ORG DRIV S"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG CITIES"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," GUIDE RES INNOVATION"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EKONOMIAZ REV VASCA"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," U CITY"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J TECHNOL TRANSFER"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLANN C"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," SCI PUBL POLICY"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REGIONAL INNOVATION"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," POLICY STUDIES"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLANN C"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J ECON POLICY REFORM"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG STUD REG SCI"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR EDUC RES J"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENTREP REGION DEV"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," INNOVATION U COMPETI"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR URBAN REG STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG INN STRAT LODZK"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REGIONAL INNOVATION"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," GOVERNING SMART SPEC"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLAN C-POLIT"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J EUROPEAN INTEGRATI"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J ECON POLICY REFORM"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ENVIRON PLANN C"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J TECHNOLOGY TRANSFE"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," U REGIONAL DEV CRITI"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J COMMON MARK STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," STRUCTURAL CHANGE EC"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," IND HIGHER ED"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," PAP REG SCI"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," J ECON GEOGR"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUROPE-ASIA STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REGIONAL ECONOMIES AS KNOWLEDGE LABORATORIES"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," REG INN STRAT S MOR"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," MINERVA"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," RES POLICY"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," INNOVATION DRIVERS R"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," EUR PLAN STUD"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," ECON GEOGR"
3,"Smart specialisation in regions with less-developed research and innovation systems: A changing role for universities?"," RES POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RES REPORT COMMISSIO"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," PLAN THEORY PRACT"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," SCOTT AFF"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," 239 IFRO U COP DEP F"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," N W EVENING MAIL"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENVIRON POLIT"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RENEW ENERG"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," MASSACHUSETTS PROPOS"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," GEOFORUM"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J ENVIRON POL PLAN"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J ENVIRON PLANN MAN"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," INT J MAR ENERGY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," WIND ENERGY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG CLIM ENVIRON"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J ENVIRON PSYCHOL"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J COMMUNITY APPL SOC"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERGY JUSTICE CHANG"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RENEW SUST ENERG REV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J ENVIRON PLANN MAN"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," DOING QUALITATIVE RE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RES SOCIAL LIFE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," WIND ENERGY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," MANAGING QUALITY QUA"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," LAND USE POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ETHICS POLICY ENV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ETHICS POLICY ENV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J ENVIRON POL PLAN"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERGY RES SOC SCI"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," SCOT GEOGR J"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," INTERVIEWS INTRO QUA"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RENEW SUST ENERG REV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," OCEAN COAST MANAGE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," APPL ENERG"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERGIES"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RES SOCIAL LIFE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," CEFAS SCI SERIES TEC"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," LOCAL ENVIRON"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," QUALITATIVE RES"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," SOCIAL RES ISSUES ME"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," 201441 U ED ED SCH L"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," HDB QUALITATIVE RES"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," J RURAL STUD"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," BIOD SER"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," 201522 U ED SCH LAW"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," QUALITATIVE EVALUATI"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," COMMUNITY BENEFITS O"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," SCOT GEOGR J"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," GOOD PRACT PRINC COM"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," 32012 SCOTT GOV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," GOOD PRACT PRINC COM"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," DOING QUALITATIVE RE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," OCEAN COAST MANAGE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERGY RES SOC SCI"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG CLIM ENVIRON"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," COMM BEN"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," WIND ENERGY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," RENEW SUST ENERG REV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," OFFSHORE WIND POWER"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENVIRON BEHAV"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERGY RES SOC SCI"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," WIRES CLIM CHANGE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," WIRES CLIM CHANGE"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ENERG POLICY"
4,"""Community benefits from offshore renewables: The relationship between different understandings of impact, community, and benefit"""," ECOL SOC"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," WAR COM HOM"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," POL CAMD HAS IMPR RE"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," 6 MONTHS LATER 6 ANS"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," CAMDEN HOMICIDE COUN"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," WHAT IS APPARATUS OT"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," ASS PRESS       0130"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," RISE WARRIOR COP MIL"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," YAHOO NEWS"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," GES SMART CITY PROJE"
5,"""Secure the city, revitalize the zone: Smart urbanization in Camden, New Jersey"""," BLOOMBERGS NEW YORK"
