"uid1","article","citedjournal"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENVIRON DEV ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J PUBLIC ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECON J"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECON MODEL"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J IND ECOL"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," RES POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," RENEW SUST ENERG REV"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERGY SUSTAIN DEV"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," [城市环境与城市生态"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," POPUL ENVIRON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," MANAGE SCI"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J QUANT TECH EC"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," MULTIVAR BEHAV RES"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," SUSTAIN CITIES SOC"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECOL ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," RESOUR ENERGY ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENVIRON POLIT"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," GLOBAL ENVIRON CHANG"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECON MODEL"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECOL ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," EC RES J"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," APPL ENERG"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECOL ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J ENVIRON ECON MANAG"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," MANAGE DECIS"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," WORLD DEV"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J CLEAN PROD"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ORGAN RES METHODS"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," APPL ENERG"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENVIRON RESOUR ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," RENEW SUST ENERG REV"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," [资源科学"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERGY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," APPL ENERG"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," CHIN J POPUL RESOUR"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," J CLEAN PROD"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," POL J ENVIRON STUD"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," [心理科学进展"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG ECON"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ENERG POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," SUSTAINABILITY-BASEL"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," SOC SCI RES"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," LAND USE POLICY"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," NAT HAZARDS"
1,"Can urbanization process and carbon emission abatement be harmonious? New evidence from China"," ECON LETT"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERGY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERGY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ECOL INDIC"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ECOL ECON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," JOULE"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG ECON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," IPCC GUIDELINES NATL"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG ECON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," [中国人口·资源与环境"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," [资源科学"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENRGY PROCED"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," 19 INT S ADV CONSTR"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ECOL INDIC"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RESOUR CONSERV RECY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," INT PAN CLIM CHANG"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," SUSTAINABILITY-BASEL"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J ENVIRON MANAGE"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," CITIES"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," NAT HAZARDS"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENVIRON IMPACT ASSES"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENVIRON SCI TECHNOL"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," INT J CONSTR MANAG"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," BUILD ENVIRON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERGY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CONSTR ENG M"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," BUILD ENVIRON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," SUSTAINABILITY-BASEL"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," MIN HOUS UR RUR DEV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," GREEN CONSTR GUID"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," CHINA ENERGY STAT YB"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," CHIN STAT YB"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," IND MEAS DEC ENV PRE"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," OECD ENV STRAT 1 DEC"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," PROFILE BOOKS"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENVIRON DEV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," CONSTR MANAG ECON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," HABITAT INT"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," PROCEEDINGS OF THE 20TH INTERNATIONAL SYMPOSIUM ON ADVANCEMENT OF CONSTRUCTION MANAGEMENT AND REAL ESTATE"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," APPL ENERG"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," TRANSP POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," SUSTAINABILITY-BASEL"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERGY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ECOL INDIC"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," WORLD INP OUTP DAT"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," P 21 INT S ADV CONST"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENVIRON IMPACT ASSES"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," APPL ENERG"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG POLICY"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," BUILD ENVIRON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," BUILD ENVIRON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERG ECON"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," ENERGIES"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," J CLEAN PROD"
2,"Decoupling relationship between economic output and carbon emission in the Chinese construction industry"," RENEW SUST ENERG REV"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," BIOSCIENCE"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization",NA
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," CHALLENGE TOURISM CA"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," OP ACC CONSTR EC CIV"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," GLOBAL ECOL BIOGEOGR"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," FRONT ECOL ENVIRON"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ENRGY PROCED"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," PROC TECH"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ECOL ECON"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ENVIRON IMPACT ASSES"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," J ANHUI AGRO TECHNIC"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," LAND USE POLICY"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," OCEAN COAST MANAGE"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," RESOUR CONSERV RECY"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," PROCEDIA ENVIRON SCI"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ENVIRON IMPACT ASSES"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," DIVERS DISTRIB"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," TOURISM MANAGE"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ANN TOURISM RES"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," LANDSCAPE URBAN PLAN"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," UNDERSTANDING URBANI"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," PROCD SOC BEHV"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ECOL ECON"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," HABITAT INT"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," COMPUT ENVIRON URBAN"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ENV PROT"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ECOL INDIC"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," MULT PATHW SUST DEV"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," GREEN IS GOLD STRAT"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," RESOUR POLICY"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," OCEAN COAST MANAGE"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," HABITAT INT"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," PROCEDIA ENVIRON SCI"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," PROCEDIA ENVIRON SCI"
3,"Index system of urban resource and environment carrying capacity based on ecological civilization"," ENVIRON EARTH SCI"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," Q B CHIEF"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," 1203 ESA UN FAO"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," NAT CLIM CHANGE"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERGY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," EFFECTS CLIMATE CHAN"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," WORLD DEV"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J AM PLANN ASSOC"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERG POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," SUSTAINABLE BIOECONO"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J AM PLANN ASSOC"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," EUR J POLIT RES"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," LECT NOTES BUS INF P"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," PAPERS INTERACT COUN"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J EVOL TECHNOL"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," PRIOR GLOB POL"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," SUSTAIN CITIES SOC"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," NONPROLIFERATION REV"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," EN SOURC TECHN IMP"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," HERITAGE SPEC REP"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," OIL CONFLICT U S NAT"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERGY RES SOC SCI"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CRS REP C RES SCI IN"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," C RES SERV"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ORBIS"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," RENEW SUST ENERG REV"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," RESEARCH"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," NATURE"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," COLLAPSE SOC CHOOSE"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," AD STAT AUSTR CIT C"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," WATER RESOUR MANAG"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CAN J SOCIOL"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CLIM IMP EN CLIM CHA"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENVIRON SCI POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CONC FRAM UND WAT EN"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ECON PAP"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," STAT FOOD INS WORLD"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," FEED WORLDS CIT CRIT"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," GLOBAL GOV"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERG POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," STUDIES CONFLICT TER"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," FOOD POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J PEACE RES"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," PERSPECT TERROR"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," Water Policy"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," INT SECURITY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," SCIENCE"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," SAO PAULO PERSPECT"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," INT STUD PERSPECT"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," INT AFF"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," IMP CLIM CHANG WAT R"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," WATER POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," HEALTH AFFAIR"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," WHAT IS WAT SEC"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ACG URB WAT SEC INT"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," WAT SEC OUTT CONC PR"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J WATER RES PL-ASCE"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERGIES"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," ENERGY RES SOC SCI"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," FOOD POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," FOOD POLICY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," STABILITY"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," BACKGR BONN 2011 C W"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," SYNTHESIS REPORT SUB"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," J STRATEGIC INF SYST"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," REN EN WAT EN FOOD N"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," HDB CIT TOWNS DEV CO"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," MAK EN SECT MOR RES"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CLIM CHANG IMP AD VU"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CLIM CHANG IMP AD VU"
4,"""The nexus between water, energy, and food in the context of the global risks: An analysis of the interactions between food, water, and energy security"""," CLIMATE CHANGE 2014"
